name,coordinate,creation_timestamp 
Fair Oaks,"{'latitude': 38.653, 'longitude': -121.29176}",1562281885
Fair Oaks,"{'latitude': 38.65297, 'longitude': -121.27229}",1562281715
Citrus Heights,"{'latitude': 38.66531, 'longitude': -121.2626}",1562281418
Citrus Heights,"{'latitude': 38.68407, 'longitude': -121.26274}",1562281215
Citrus Heights,"{'latitude': 38.68208, 'longitude': -121.26496}",1562250570
Citrus Heights,"{'latitude': 38.68206, 'longitude': -121.26493}",1562240569
Orangevale,"{'latitude': 38.67872, 'longitude': -121.24261}",1562220203
Folsom,"{'latitude': 38.67036, 'longitude': -121.1696}",1562214353
Natoma,"{'latitude': 38.62884, 'longitude': -121.21877}",1562212124
Citrus Heights,"{'latitude': 38.67852, 'longitude': -121.2925}",1562210156
Citrus Heights,"{'latitude': 38.70735, 'longitude': -121.30907}",1562208981
Citrus Heights,"{'latitude': 38.66439, 'longitude': -121.27055}",1562207209
Orangevale,"{'latitude': 38.67853, 'longitude': -121.22494}",1562206307
Folsom,"{'latitude': 38.65519, 'longitude': -121.17822}",1562204236
Citrus Heights,"{'latitude': 38.68203, 'longitude': -121.26504}",1562163266
Citrus Heights,"{'latitude': 38.68199, 'longitude': -121.26489}",1562152705
Citrus Heights,"{'latitude': 38.68211, 'longitude': -121.26488}",1562131693
Citrus Heights,"{'latitude': 38.68199, 'longitude': -121.26498}",1562107740
Citrus Heights,"{'latitude': 38.68217, 'longitude': -121.26492}",1562082957
Citrus Heights,"{'latitude': 38.68216, 'longitude': -121.26495}",1562072083
Citrus Heights,"{'latitude': 38.68203, 'longitude': -121.26507}",1562048586
Sacramento,"{'latitude': 38.57295, 'longitude': -121.46741}",1562038032
Citrus Heights,"{'latitude': 38.6782, 'longitude': -121.28339}",1562028925
Orangevale,"{'latitude': 38.68372, 'longitude': -121.26243}",1562028656
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26493}",1561991427
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26513}",1561931237
Citrus Heights,"{'latitude': 38.71178, 'longitude': -121.25413}",1561927664
Roseville,"{'latitude': 38.7624, 'longitude': -121.25518}",1561926751
Citrus Heights,"{'latitude': 38.70768, 'longitude': -121.27139}",1561917699
Citrus Heights,"{'latitude': 38.68259, 'longitude': -121.26403}",1561905122
Citrus Heights,"{'latitude': 38.68211, 'longitude': -121.26495}",1561889689
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.2649}",1561846840
Citrus Heights,"{'latitude': 38.67816, 'longitude': -121.30221}",1561845649
Citrus Heights,"{'latitude': 38.67969, 'longitude': -121.3217}",1561845532
Sacramento,"{'latitude': 38.57824, 'longitude': -121.46475}",1561843571
Sacramento,"{'latitude': 38.57299, 'longitude': -121.46793}",1561835411
Sacramento,"{'latitude': 38.57268, 'longitude': -121.46744}",1561825031
Sacramento,"{'latitude': 38.60689, 'longitude': -121.43165}",1561824721
Citrus Heights,"{'latitude': 38.67853, 'longitude': -121.2668}",1561823075
Citrus Heights,"{'latitude': 38.68202, 'longitude': -121.26505}",1561817376
Citrus Heights,"{'latitude': 38.68205, 'longitude': -121.26498}",1561803909
Citrus Heights,"{'latitude': 38.68216, 'longitude': -121.2649}",1561775395
Citrus Heights,"{'latitude': 38.67861, 'longitude': -121.267}",1561773814
Citrus Heights,"{'latitude': 38.67893, 'longitude': -121.27072}",1561773597
Citrus Heights,"{'latitude': 38.68224, 'longitude': -121.26479}",1561751843
Citrus Heights,"{'latitude': 38.67814, 'longitude': -121.30829}",1561750106
Citrus Heights,"{'latitude': 38.69914, 'longitude': -121.30894}",1561749892
Citrus Heights,"{'latitude': 38.69905, 'longitude': -121.31175}",1561749862
Citrus Heights,"{'latitude': 38.68962, 'longitude': -121.30903}",1561749095
Citrus Heights,"{'latitude': 38.68696, 'longitude': -121.30871}",1561749065
Orangevale,"{'latitude': 38.67849, 'longitude': -121.23881}",1561748528
Orangevale,"{'latitude': 38.67864, 'longitude': -121.23409}",1561748472
Orangevale,"{'latitude': 38.67868, 'longitude': -121.22505}",1561748395
Folsom,"{'latitude': 38.67829, 'longitude': -121.17653}",1561747457
Folsom,"{'latitude': 38.67328, 'longitude': -121.17196}",1561747356
Folsom,"{'latitude': 38.66997, 'longitude': -121.17022}",1561741097
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26507}",1561735093
Citrus Heights,"{'latitude': 38.68214, 'longitude': -121.26491}",1561724396
Citrus Heights,"{'latitude': 38.68214, 'longitude': -121.26487}",1561694229
Folsom,"{'latitude': 38.68473, 'longitude': -121.17886}",1561691117
Folsom,"{'latitude': 38.67042, 'longitude': -121.1696}",1561688742
Folsom,"{'latitude': 38.68005, 'longitude': -121.17556}",1561684415
Orangevale,"{'latitude': 38.67845, 'longitude': -121.22605}",1561684040
Citrus Heights,"{'latitude': 38.68085, 'longitude': -121.26267}",1561683768
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26496}",1561640714
Citrus Heights,"{'latitude': 38.68208, 'longitude': -121.26499}",1561612233
Citrus Heights,"{'latitude': 38.67827, 'longitude': -121.27194}",1561611552
Sacramento,"{'latitude': 38.58448, 'longitude': -121.45789}",1561610530
Sacramento,"{'latitude': 38.57311, 'longitude': -121.46785}",1561601825
Sacramento,"{'latitude': 38.59826, 'longitude': -121.44221}",1561597433
Citrus Heights,"{'latitude': 38.67838, 'longitude': -121.28398}",1561596032
Citrus Heights,"{'latitude': 38.67858, 'longitude': -121.27126}",1561595635
Citrus Heights,"{'latitude': 38.67891, 'longitude': -121.26512}",1561595499
Citrus Heights,"{'latitude': 38.68195, 'longitude': -121.26504}",1561560429
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26489}",1561498119
Roseville,"{'latitude': 38.74438, 'longitude': -121.26625}",1561495106
Citrus Heights,"{'latitude': 38.67828, 'longitude': -121.28406}",1561489413
Citrus Heights,"{'latitude': 38.6819, 'longitude': -121.26511}",1561462868
Citrus Heights,"{'latitude': 38.68188, 'longitude': -121.26504}",1561452924
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26503}",1561441840
Foothill Farms,"{'latitude': 38.673, 'longitude': -121.34677}",1561438839
Sacramento,"{'latitude': 38.59931, 'longitude': -121.44127}",1561438352
Sacramento,"{'latitude': 38.57361, 'longitude': -121.46738}",1561437452
Citrus Heights,"{'latitude': 38.6813, 'longitude': -121.33206}",1561423270
Citrus Heights,"{'latitude': 38.68051, 'longitude': -121.32283}",1561422892
Citrus Heights,"{'latitude': 38.68381, 'longitude': -121.26255}",1561422251
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26496}",1561389507
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26503}",1561378429
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26491}",1561366213
Citrus Heights,"{'latitude': 38.68188, 'longitude': -121.26504}",1561334972
Carmichael,"{'latitude': 38.63199, 'longitude': -121.33683}",1561333270
Roseville,"{'latitude': 38.76811, 'longitude': -121.26529}",1561328069
Rocklin,"{'latitude': 38.80057, 'longitude': -121.20572}",1561314203
Citrus Heights,"{'latitude': 38.68215, 'longitude': -121.26489}",1561294329
Citrus Heights,"{'latitude': 38.68209, 'longitude': -121.26496}",1561264068
Citrus Heights,"{'latitude': 38.6716, 'longitude': -121.27199}",1561260341
Gold River,"{'latitude': 38.6189, 'longitude': -121.268}",1561259116
Folsom,"{'latitude': 38.65613, 'longitude': -121.12419}",1561255639
El Dorado Hills,"{'latitude': 38.68851, 'longitude': -121.03866}",1561254484
Folsom,"{'latitude': 38.64493, 'longitude': -121.12313}",1561252615
Folsom,"{'latitude': 38.6459, 'longitude': -121.12536}",1561252549
Folsom,"{'latitude': 38.68408, 'longitude': -121.17896}",1561250254
Folsom,"{'latitude': 38.67004, 'longitude': -121.17028}",1561247062
Folsom,"{'latitude': 38.65417, 'longitude': -121.18157}",1561243344
Rancho Cordova,"{'latitude': 38.59384, 'longitude': -121.28237}",1561242441
Rancho Cordova,"{'latitude': 38.57529, 'longitude': -121.31534}",1561242337
Rosemont,"{'latitude': 38.56033, 'longitude': -121.36296}",1561242190
Sacramento,"{'latitude': 38.56827, 'longitude': -121.46708}",1561240396
Sacramento,"{'latitude': 38.57309, 'longitude': -121.46795}",1561231176
Sacramento,"{'latitude': 38.57303, 'longitude': -121.46796}",1561222771
Citrus Heights,"{'latitude': 38.68214, 'longitude': -121.26494}",1561217581
Citrus Heights,"{'latitude': 38.68203, 'longitude': -121.265}",1561178518
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26506}",1561150627
Citrus Heights,"{'latitude': 38.67838, 'longitude': -121.27819}",1561148523
Citrus Heights,"{'latitude': 38.68729, 'longitude': -121.30837}",1561148106
Citrus Heights,"{'latitude': 38.67838, 'longitude': -121.29827}",1561146162
Folsom,"{'latitude': 38.67511, 'longitude': -121.17386}",1561144329
Folsom,"{'latitude': 38.6702, 'longitude': -121.16941}",1561141705
Folsom,"{'latitude': 38.68425, 'longitude': -121.17966}",1561136750
Folsom,"{'latitude': 38.68033, 'longitude': -121.19017}",1561136671
Citrus Heights,"{'latitude': 38.67819, 'longitude': -121.28548}",1561135955
Citrus Heights,"{'latitude': 38.67831, 'longitude': -121.29292}",1561135902
Citrus Heights,"{'latitude': 38.69974, 'longitude': -121.31225}",1561135558
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26499}",1561127928
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26501}",1561106685
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26505}",1561061372
Citrus Heights,"{'latitude': 38.68106, 'longitude': -121.29769}",1561057852
Citrus Heights,"{'latitude': 38.67256, 'longitude': -121.27298}",1561056931
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26489}",1561049301
Citrus Heights,"{'latitude': 38.68206, 'longitude': -121.26498}",1561035045
Citrus Heights,"{'latitude': 38.68203, 'longitude': -121.265}",1561008619
Citrus Heights,"{'latitude': 38.67911, 'longitude': -121.3209}",1561007533
Sacramento,"{'latitude': 38.61771, 'longitude': -121.42028}",1561007026
Sacramento,"{'latitude': 38.61008, 'longitude': -121.42724}",1561006992
Sacramento,"{'latitude': 38.57268, 'longitude': -121.46806}",1561000207
Citrus Heights,"{'latitude': 38.67841, 'longitude': -121.26697}",1560991081
Citrus Heights,"{'latitude': 38.67868, 'longitude': -121.26412}",1560991046
Citrus Heights,"{'latitude': 38.68206, 'longitude': -121.2649}",1560967865
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.265}",1560948749
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26496}",1560940771
Citrus Heights,"{'latitude': 38.68206, 'longitude': -121.265}",1560867548
Citrus Heights,"{'latitude': 38.68199, 'longitude': -121.26498}",1560851943
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26503}",1560841008
Sacramento,"{'latitude': 38.58058, 'longitude': -121.49816}",1560833514
Sacramento,"{'latitude': 38.57272, 'longitude': -121.46819}",1560827919
Sacramento,"{'latitude': 38.5896, 'longitude': -121.44643}",1560819760
Sacramento,"{'latitude': 38.5918, 'longitude': -121.44565}",1560819742
Citrus Heights,"{'latitude': 38.67841, 'longitude': -121.31993}",1560818870
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26498}",1560793428
Citrus Heights,"{'latitude': 38.68209, 'longitude': -121.26494}",1560778896
Citrus Heights,"{'latitude': 38.68211, 'longitude': -121.26496}",1560765166
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26488}",1560751524
Bel Marin Keys,"{'latitude': 38.08105, 'longitude': -122.52128}",1560745485
Bel Marin Keys,"{'latitude': 38.07965, 'longitude': -122.52317}",1560721970
Lucas Valley,"{'latitude': 38.03046, 'longitude': -122.53737}",1560717426
Corte Madera,"{'latitude': 37.91602, 'longitude': -122.5112}",1560716928
Marin City,"{'latitude': 37.86553, 'longitude': -122.50719}",1560716737
San Francisco,"{'latitude': 37.80084, 'longitude': -122.46951}",1560716353
San Francisco,"{'latitude': 37.77283, 'longitude': -122.47342}",1560715872
Vacaville,"{'latitude': 38.32147, 'longitude': -122.02689}",1560702200
Citrus Heights,"{'latitude': 38.67908, 'longitude': -121.26541}",1560698333
Citrus Heights,"{'latitude': 38.68408, 'longitude': -121.26338}",1560697920
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.2649}",1560693153
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26488}",1560679309
Citrus Heights,"{'latitude': 38.68213, 'longitude': -121.26491}",1560645768
Sacramento,"{'latitude': 38.581, 'longitude': -121.49807}",1560633668
Sacramento,"{'latitude': 38.57283, 'longitude': -121.46787}",1560625312
Sacramento,"{'latitude': 38.57303, 'longitude': -121.46735}",1560615317
Citrus Heights,"{'latitude': 38.67944, 'longitude': -121.32093}",1560614506
Citrus Heights,"{'latitude': 38.68225, 'longitude': -121.26474}",1560611405
Citrus Heights,"{'latitude': 38.68216, 'longitude': -121.26489}",1560597057
Citrus Heights,"{'latitude': 38.68218, 'longitude': -121.26487}",1560534749
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26495}",1560521142
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26503}",1560504125
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26488}",1560467461
Citrus Heights,"{'latitude': 38.6781, 'longitude': -121.29862}",1560465472
Citrus Heights,"{'latitude': 38.67831, 'longitude': -121.28949}",1560463546
Citrus Heights,"{'latitude': 38.67287, 'longitude': -121.27319}",1560461704
Citrus Heights,"{'latitude': 38.677, 'longitude': -121.27223}",1560461613
Orangevale,"{'latitude': 38.67856, 'longitude': -121.22544}",1560461166
Folsom,"{'latitude': 38.67041, 'longitude': -121.16946}",1560459376
Folsom,"{'latitude': 38.67096, 'longitude': -121.16503}",1560455310
Rancho Cordova,"{'latitude': 38.60706, 'longitude': -121.27228}",1560453080
Citrus Heights,"{'latitude': 38.6785, 'longitude': -121.3104}",1560451762
Citrus Heights,"{'latitude': 38.68218, 'longitude': -121.26489}",1560430786
Citrus Heights,"{'latitude': 38.68192, 'longitude': -121.26501}",1560410655
Citrus Heights,"{'latitude': 38.67815, 'longitude': -121.30706}",1560408528
Citrus Heights,"{'latitude': 38.67816, 'longitude': -121.31}",1560408521
Sacramento,"{'latitude': 38.58054, 'longitude': -121.4982}",1560405113
Sacramento,"{'latitude': 38.57581, 'longitude': -121.47211}",1560400943
Sacramento,"{'latitude': 38.57263, 'longitude': -121.46768}",1560395699
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26498}",1560373287
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26504}",1560349547
Citrus Heights,"{'latitude': 38.68213, 'longitude': -121.26494}",1560334100
Citrus Heights,"{'latitude': 38.68214, 'longitude': -121.26497}",1560316222
Carmichael,"{'latitude': 38.67053, 'longitude': -121.32655}",1560306633
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26501}",1560276133
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26499}",1560264963
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26494}",1560254076
Citrus Heights,"{'latitude': 38.68214, 'longitude': -121.2649}",1560230224
Citrus Heights,"{'latitude': 38.67834, 'longitude': -121.27635}",1560229409
Sacramento,"{'latitude': 38.57106, 'longitude': -121.4682}",1560211422
Sacramento,"{'latitude': 38.58139, 'longitude': -121.49795}",1560210240
Citrus Heights,"{'latitude': 38.68205, 'longitude': -121.265}",1560188515
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26508}",1560171282
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26499}",1560159346
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26499}",1560133690
Citrus Heights,"{'latitude': 38.6905, 'longitude': -121.29811}",1560126734
Citrus Heights,"{'latitude': 38.68234, 'longitude': -121.26481}",1560117642
Citrus Heights,"{'latitude': 38.68214, 'longitude': -121.26491}",1560090719
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26508}",1560033973
Citrus Heights,"{'latitude': 38.67847, 'longitude': -121.27178}",1560031584
Citrus Heights,"{'latitude': 38.68112, 'longitude': -121.27156}",1560030610
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26506}",1560003734
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26494}",1559987576
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26491}",1559976561
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26503}",1559928478
Citrus Heights,"{'latitude': 38.68206, 'longitude': -121.26496}",1559913218
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26499}",1559896899
Citrus Heights,"{'latitude': 38.68217, 'longitude': -121.26502}",1559878689
Folsom,"{'latitude': 38.67642, 'longitude': -121.17519}",1559876736
Folsom,"{'latitude': 38.66968, 'longitude': -121.1701}",1559872407
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.2651}",1559858307
Roseville,"{'latitude': 38.7305, 'longitude': -121.27218}",1559856597
Roseville,"{'latitude': 38.78972, 'longitude': -121.28483}",1559850657
Roseville,"{'latitude': 38.72244, 'longitude': -121.27203}",1559849045
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26505}",1559818699
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26497}",1559792084
Fair Oaks,"{'latitude': 38.67839, 'longitude': -121.26205}",1559790909
Foothill Farms,"{'latitude': 38.68552, 'longitude': -121.33943}",1559790133
Carmichael,"{'latitude': 38.64792, 'longitude': -121.33665}",1559788156
North Highlands,"{'latitude': 38.68683, 'longitude': -121.38295}",1559786234
North Highlands,"{'latitude': 38.66037, 'longitude': -121.38274}",1559785154
Antelope,"{'latitude': 38.70503, 'longitude': -121.33131}",1559782228
Foothill Farms,"{'latitude': 38.70187, 'longitude': -121.33173}",1559780934
Citrus Heights,"{'latitude': 38.68213, 'longitude': -121.26497}",1559739587
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26494}",1559730799
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26503}",1559707112
Citrus Heights,"{'latitude': 38.67844, 'longitude': -121.26254}",1559704897
Citrus Heights,"{'latitude': 38.67822, 'longitude': -121.31048}",1559704478
Citrus Heights,"{'latitude': 38.68707, 'longitude': -121.30866}",1559703567
Citrus Heights,"{'latitude': 38.68264, 'longitude': -121.26444}",1559702729
Citrus Heights,"{'latitude': 38.67868, 'longitude': -121.26209}",1559690245
Citrus Heights,"{'latitude': 38.67822, 'longitude': -121.27197}",1559688062
Citrus Heights,"{'latitude': 38.67844, 'longitude': -121.30353}",1559687676
Citrus Heights,"{'latitude': 38.67841, 'longitude': -121.27942}",1559685854
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26507}",1559657373
Citrus Heights,"{'latitude': 38.68203, 'longitude': -121.26489}",1559571143
Citrus Heights,"{'latitude': 38.68211, 'longitude': -121.26493}",1559557574
Citrus Heights,"{'latitude': 38.68208, 'longitude': -121.26496}",1559543643
Citrus Heights,"{'latitude': 38.7068, 'longitude': -121.27057}",1559537510
Citrus Heights,"{'latitude': 38.69034, 'longitude': -121.29539}",1559537151
Citrus Heights,"{'latitude': 38.69952, 'longitude': -121.31205}",1559525079
Citrus Heights,"{'latitude': 38.68961, 'longitude': -121.30491}",1559520782
Citrus Heights,"{'latitude': 38.6937, 'longitude': -121.29317}",1559520688
Citrus Heights,"{'latitude': 38.70148, 'longitude': -121.26234}",1559520369
Citrus Heights,"{'latitude': 38.68283, 'longitude': -121.26397}",1559520146
Folsom,"{'latitude': 38.68387, 'longitude': -121.17922}",1559516186
Folsom,"{'latitude': 38.67755, 'longitude': -121.17647}",1559516048
Folsom,"{'latitude': 38.67027, 'longitude': -121.16948}",1559514224
Orangevale,"{'latitude': 38.67844, 'longitude': -121.22991}",1559509664
Orangevale,"{'latitude': 38.67859, 'longitude': -121.23997}",1559509615
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26492}",1559485562
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26501}",1559402360
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26494}",1559393692
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26502}",1559315473
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.2649}",1559307799
Citrus Heights,"{'latitude': 38.68213, 'longitude': -121.26486}",1559272579
Citrus Heights,"{'latitude': 38.67868, 'longitude': -121.27065}",1559267511
Citrus Heights,"{'latitude': 38.68216, 'longitude': -121.26497}",1559260709
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26501}",1559238748
Citrus Heights,"{'latitude': 38.68195, 'longitude': -121.26488}",1559218053
Citrus Heights,"{'latitude': 38.68213, 'longitude': -121.26488}",1559207528
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26497}",1559147589
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26498}",1559133929
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26503}",1559044350
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26515}",1559009992
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26497}",1558966473
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26501}",1558929736
Citrus Heights,"{'latitude': 38.67825, 'longitude': -121.28736}",1558929460
Citrus Heights,"{'latitude': 38.67975, 'longitude': -121.3213}",1558929254
Sacramento,"{'latitude': 38.64066, 'longitude': -121.39762}",1558928889
Vacaville,"{'latitude': 38.33514, 'longitude': -122.01742}",1558926743
Fairfield,"{'latitude': 38.28967, 'longitude': -122.0356}",1558926560
Vallejo,"{'latitude': 38.14139, 'longitude': -122.22413}",1558925777
Vallejo,"{'latitude': 38.14127, 'longitude': -122.22883}",1558925765
Vallejo,"{'latitude': 38.12568, 'longitude': -122.26961}",1558925619
Vallejo,"{'latitude': 38.12356, 'longitude': -122.27217}",1558925604
Vallejo,"{'latitude': 38.11008, 'longitude': -122.26449}",1558925453
Vallejo,"{'latitude': 38.10995, 'longitude': -122.26887}",1558925369
Vallejo,"{'latitude': 38.11979, 'longitude': -122.25133}",1558908620
Vallejo,"{'latitude': 38.12269, 'longitude': -122.25027}",1558899287
Vallejo,"{'latitude': 38.12247, 'longitude': -122.24915}",1558899124
Vallejo,"{'latitude': 38.12262, 'longitude': -122.23436}",1558899020
Vallejo,"{'latitude': 38.12704, 'longitude': -122.22817}",1558898925
Fairfield,"{'latitude': 38.26193, 'longitude': -122.05948}",1558898236
Fairfield,"{'latitude': 38.29462, 'longitude': -122.03416}",1558898090
Davis,"{'latitude': 38.50665, 'longitude': -121.78456}",1558896393
Davis,"{'latitude': 38.50815, 'longitude': -121.78304}",1558896340
Sacramento,"{'latitude': 38.63873, 'longitude': -121.40276}",1558894987
Citrus Heights,"{'latitude': 38.6785, 'longitude': -121.27964}",1558894230
Citrus Heights,"{'latitude': 38.67929, 'longitude': -121.26521}",1558893533
Citrus Heights,"{'latitude': 38.6822, 'longitude': -121.26462}",1558889588
Folsom,"{'latitude': 38.67044, 'longitude': -121.16992}",1558887114
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26492}",1558878069
Citrus Heights,"{'latitude': 38.68215, 'longitude': -121.26493}",1558844171
Carmichael,"{'latitude': 38.67054, 'longitude': -121.32655}",1558830670
Citrus Heights,"{'latitude': 38.68218, 'longitude': -121.26481}",1558825113
Fair Oaks,"{'latitude': 38.64233, 'longitude': -121.26914}",1558818428
Citrus Heights,"{'latitude': 38.67865, 'longitude': -121.2645}",1558815235
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26501}",1558790106
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26494}",1558776998
Citrus Heights,"{'latitude': 38.68222, 'longitude': -121.26484}",1558753559
Citrus Heights,"{'latitude': 38.67828, 'longitude': -121.26796}",1558752938
Citrus Heights,"{'latitude': 38.66626, 'longitude': -121.27154}",1558752223
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26499}",1558715055
Citrus Heights,"{'latitude': 38.68215, 'longitude': -121.26495}",1558703042
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26492}",1558670112
Folsom,"{'latitude': 38.67042, 'longitude': -121.16962}",1558664474
Folsom,"{'latitude': 38.67801, 'longitude': -121.17679}",1558659073
Orangevale,"{'latitude': 38.67871, 'longitude': -121.23029}",1558658651
Citrus Heights,"{'latitude': 38.68203, 'longitude': -121.26504}",1558643095
Citrus Heights,"{'latitude': 38.69366, 'longitude': -121.2624}",1558642960
Roseville,"{'latitude': 38.72827, 'longitude': -121.27104}",1558638863
Citrus Heights,"{'latitude': 38.67838, 'longitude': -121.27198}",1558638220
Citrus Heights,"{'latitude': 38.67282, 'longitude': -121.27313}",1558637946
Citrus Heights,"{'latitude': 38.67844, 'longitude': -121.27094}",1558634679
Citrus Heights,"{'latitude': 38.68408, 'longitude': -121.26271}",1558634266
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26494}",1558620268
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.265}",1558610046
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26506}",1558527395
Citrus Heights,"{'latitude': 38.68219, 'longitude': -121.26494}",1558513156
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26505}",1558499302
Citrus Heights,"{'latitude': 38.68399, 'longitude': -121.2637}",1558498529
Folsom,"{'latitude': 38.66995, 'longitude': -121.1702}",1558492177
Folsom,"{'latitude': 38.6781, 'longitude': -121.17659}",1558491058
Orangevale,"{'latitude': 38.67831, 'longitude': -121.23554}",1558490640
Citrus Heights,"{'latitude': 38.67969, 'longitude': -121.26245}",1558490427
Citrus Heights,"{'latitude': 38.68202, 'longitude': -121.26491}",1558448978
Citrus Heights,"{'latitude': 38.68219, 'longitude': -121.26495}",1558438194
Citrus Heights,"{'latitude': 38.68204, 'longitude': -121.26489}",1558412314
Folsom,"{'latitude': 38.68411, 'longitude': -121.17871}",1558408870
Folsom,"{'latitude': 38.67042, 'longitude': -121.16969}",1558406823
Fair Oaks,"{'latitude': 38.67865, 'longitude': -121.2447}",1558401116
Citrus Heights,"{'latitude': 38.68207, 'longitude': -121.26494}",1558384676
Citrus Heights,"{'latitude': 38.68201, 'longitude': -121.26495}",1558363554
Citrus Heights,"{'latitude': 38.68198, 'longitude': -121.26516}",1558348192
Citrus Heights,"{'latitude': 38.68215, 'longitude': -121.26507}",1558278641
Citrus Heights,"{'latitude': 38.68212, 'longitude': -121.26494}",1558208891
Citrus Heights,"{'latitude': 38.6821, 'longitude': -121.26493}",1558188187
Citrus Heights,"{'latitude': 38.68213, 'longitude': -121.2649}",1558158788
Fair Oaks,"{'latitude': 38.67847, 'longitude': -121.24457}",1558158230
Orangevale,"{'latitude': 38.67859, 'longitude': -121.22852}",1558158159
Folsom,"{'latitude': 38.66992, 'longitude': -121.17026}",1558155438
Orangevale,"{'latitude': 38.67831, 'longitude': -121.21838}",1558149789
Citrus Heights,"{'latitude': 38.68196, 'longitude': -121.26508}",1558129642
Citrus Heights,"{'latitude': 38.71552, 'longitude': -121.27214}",1558125966
Roseville,"{'latitude': 38.7449, 'longitude': -121.26628}",1558125611
Roseville,"{'latitude': 38.75626, 'longitude': -121.25533}",1558122139
Foothill Farms,"{'latitude': 38.67074, 'longitude': -121.34968}",1558120898
Sacramento,"{'latitude': 38.59666, 'longitude': -121.42976}",1558117766
Citrus Heights,"{'latitude': 38.68116, 'longitude': -121.33304}",1558115021
Citrus Heights,"{'latitude': 38.67831, 'longitude': -121.31627}",1558114796
Citrus Heights,"{'latitude': 38.67828, 'longitude': -121.29134}",1558114346
Citrus Heights,"{'latitude': 38.67841, 'longitude': -121.28029}",1558114272
Citrus Heights,"{'latitude': 38.68408, 'longitude': -121.26289}",1558114011
