city,timestamp,latitude,longitude
San Luis Rey Heights,2014-08-21 04:55:30, 33.28663,  -117.25603
San Luis Rey Heights,2014-08-21 04:36:29, 33.35513,  -117.15809
Rainbow,2014-08-21 04:30:32, 33.43946,  -117.13882
Temecula,2014-08-21 04:23:49, 33.5112,  -117.14086
Temecula,2014-08-21 04:16:32, 33.51105,  -117.14651
Temecula,2014-08-21 00:37:58, 33.51029,  -117.14745
Temecula,2014-08-21 00:21:40, 33.5113,  -117.1467
Temecula,2014-08-20 22:16:12, 33.51915,  -117.16773
Temecula,2014-08-20 22:01:33, 33.51915,  -117.16774
Temecula,2014-08-20 15:54:51, 33.51922,  -117.16791
Temecula,2014-08-20 15:18:40, 33.51922,  -117.16791
San Luis Rey Heights,2014-08-20 07:18:15, 33.2868,  -117.25628
San Luis Rey Heights,2014-08-20 07:12:00, 33.29607,  -117.22065
Temecula,2014-08-20 06:53:07, 33.52416,  -117.16122
Temecula,2014-08-20 06:39:38, 33.5307,  -117.15386
Temecula,2014-08-20 06:36:24, 33.53314,  -117.15214
Temecula,2014-08-20 01:22:24, 33.53822,  -117.15217
Temecula,2014-08-20 01:20:36, 33.53822,  -117.15217
Temecula,2014-08-20 01:13:37, 33.52355,  -117.16102
Murrieta,2014-08-20 01:05:57, 33.52837,  -117.17462
Murrieta,2014-08-20 00:47:18, 33.53676,  -117.17599
Temecula,2014-08-19 22:26:43, 33.51921,  -117.16773
San Luis Rey Heights,2014-08-19 09:38:11, 33.28667,  -117.25605
San Luis Rey Heights,2014-08-19 03:07:55, 33.28662,  -117.25597
San Luis Rey Heights,2014-08-19 03:07:54, 33.28672,  -117.25606
Bonsall,2014-08-19 02:40:41, 33.25806,  -117.23674
Bonsall,2014-08-19 02:37:42, 33.25806,  -117.23674
Oceanside,2014-08-19 02:21:46, 33.24804,  -117.29372
San Luis Rey Heights,2014-08-19 00:24:24, 33.2867,  -117.25615
San Luis Rey Heights,2014-08-19 00:20:09, 33.28991,  -117.24793
San Luis Rey Heights,2014-08-19 00:08:52, 33.32889,  -117.16239
Temecula,2014-08-18 23:58:33, 33.48877,  -117.14409
Temecula,2014-08-18 17:19:56, 33.51917,  -117.1677
Temecula,2014-08-18 17:04:18, 33.51918,  -117.16771
San Luis Rey Heights,2014-08-18 10:43:10, 33.28668,  -117.25604
San Luis Rey Heights,2014-08-18 10:43:08, 33.28662,  -117.25611
San Luis Rey Heights,2014-08-18 00:19:43, 33.28665,  -117.25605
San Luis Rey Heights,2014-08-17 21:17:38, 33.28694,  -117.25666
San Luis Rey Heights,2014-08-17 19:54:04, 33.28668,  -117.25608
San Luis Rey Heights,2014-08-17 19:44:32, 33.29611,  -117.22088
San Luis Rey Heights,2014-08-17 19:42:10, 33.29609,  -117.2208
Temecula,2014-08-17 19:18:00, 33.54057,  -117.15954
Temecula,2014-08-17 18:30:04, 33.53817,  -117.1522
Temecula,2014-08-17 17:44:04, 33.53822,  -117.15222
Temecula,2014-08-17 13:16:17, 33.53814,  -117.15227
Temecula,2014-08-17 05:59:59, 33.53814,  -117.15223
Temecula,2014-08-17 05:51:17, 33.53814,  -117.15221
Murrieta,2014-08-17 04:42:55, 33.55277,  -117.19391
Murrieta,2014-08-17 03:24:47, 33.55423,  -117.22385
Murrieta,2014-08-17 02:42:13, 33.55427,  -117.22384
Murrieta,2014-08-17 00:13:45, 33.56315,  -117.20909
Temecula,2014-08-16 23:30:23, 33.53119,  -117.15268
San Luis Rey Heights,2014-08-16 16:31:54, 33.28652,  -117.2561
San Luis Rey Heights,2014-08-16 16:20:43, 33.28648,  -117.25611
San Luis Rey Heights,2014-08-16 08:06:49, 33.28686,  -117.25628
San Luis Rey Heights,2014-08-16 08:06:48, 33.28686,  -117.25625
San Luis Rey Heights,2014-08-16 07:58:38, 33.29617,  -117.22114
Bonsall,2014-08-16 07:53:37, 33.29224,  -117.22415
Vista,2014-08-16 07:48:38, 33.23502,  -117.22621
Vista,2014-08-16 07:47:52, 33.22746,  -117.22613
Vista,2014-08-16 07:42:51, 33.20328,  -117.24198
Vista,2014-08-16 07:42:32, 33.20153,  -117.24511
Vista,2014-08-16 07:28:44, 33.19763,  -117.25101
Vista,2014-08-16 07:12:34, 33.22246,  -117.22533
Bonsall,2014-08-16 07:06:06, 33.258,  -117.23724
Bonsall,2014-08-16 06:50:17, 33.28961,  -117.22527
San Luis Rey Heights,2014-08-16 06:46:08, 33.28845,  -117.25111
San Luis Rey Heights,2014-08-15 17:29:43, 33.2866,  -117.25615
San Luis Rey Heights,2014-08-15 17:25:34, 33.2866,  -117.25615
Temecula,2014-08-15 17:04:14, 33.48208,  -117.14135
Temecula,2014-08-15 16:51:35, 33.53087,  -117.15143
Temecula,2014-08-15 13:15:19, 33.53867,  -117.15233
Temecula,2014-08-15 04:31:19, 33.53817,  -117.15222
Temecula,2014-08-15 02:06:20, 33.52612,  -117.15187
Temecula,2014-08-15 00:32:21, 33.53809,  -117.15238
Temecula,2014-08-15 00:06:25, 33.53867,  -117.15233
Temecula,2014-08-14 23:51:03, 33.52346,  -117.16098
Temecula,2014-08-14 23:47:55, 33.52107,  -117.16495
Temecula,2014-08-14 19:42:49, 33.51912,  -117.16785
Temecula,2014-08-14 19:38:44, 33.51912,  -117.16785
Temecula,2014-08-14 19:33:12, 33.52109,  -117.16611
Temecula,2014-08-14 19:31:30, 33.52134,  -117.16615
Temecula,2014-08-14 19:18:35, 33.51921,  -117.16772
Temecula,2014-08-14 15:10:44, 33.51916,  -117.16783
Temecula,2014-08-14 15:07:05, 33.52165,  -117.16403
Temecula,2014-08-14 05:53:20, 33.53822,  -117.15222
Temecula,2014-08-14 05:29:12, 33.52428,  -117.16106
Temecula,2014-08-14 05:25:24, 33.52112,  -117.16498
Temecula,2014-08-14 05:22:31, 33.52284,  -117.14963
Temecula,2014-08-14 05:21:31, 33.5311,  -117.15133
Temecula,2014-08-14 04:34:37, 33.53813,  -117.15212
Temecula,2014-08-14 04:17:56, 33.48256,  -117.10208
Temecula,2014-08-14 03:43:45, 33.47909,  -117.106
Temecula,2014-08-14 03:42:29, 33.47606,  -117.12275
Temecula,2014-08-14 03:41:57, 33.47536,  -117.1289
Ridgecrest Estates,2014-08-14 03:34:43, 33.39714,  -117.17173
San Luis Rey Heights,2014-08-14 03:30:21, 33.33239,  -117.16007
Bonsall,2014-08-14 03:24:00, 33.28969,  -117.22552
San Luis Rey Heights,2014-08-14 03:19:12, 33.28854,  -117.25162
San Luis Rey Heights,2014-08-14 02:08:21, 33.28688,  -117.25632
San Luis Rey Heights,2014-08-14 00:38:34, 33.28671,  -117.25613
